track_name,track_id,track_duration,track_popularity,track_url,track_uri,track_danceability,track_energy,track_key,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature
CHIMBITA,35xvhWIZMpsDcJxr14Ukbx,156.146,69,https://open.spotify.com/track/35xvhWIZMpsDcJxr14Ukbx,spotify:track:35xvhWIZMpsDcJxr14Ukbx,0.657,0.682,1,-4.462,0.193,0.142,0.0,0.111,0.564,185.938,4
TENGO FE,57pkksnRS4NOOphTmoRlK2,146.426,65,https://open.spotify.com/track/57pkksnRS4NOOphTmoRlK2,spotify:track:57pkksnRS4NOOphTmoRlK2,0.565,0.756,7,-4.555,0.0923,0.269,7.76e-06,0.313,0.517,159.95,4
COMO CUANDO,1DyNtUr9nwyV9jZ4Gw7Tqy,161.613,49,https://open.spotify.com/track/1DyNtUr9nwyV9jZ4Gw7Tqy,spotify:track:1DyNtUr9nwyV9jZ4Gw7Tqy,0.624,0.678,9,-4.763,0.129,0.159,9.26e-05,0.0754,0.745,84.319,4
JORDAN IV,5ZyNCQmxZlYZfAHeJXTkI2,162.52,62,https://open.spotify.com/track/5ZyNCQmxZlYZfAHeJXTkI2,spotify:track:5ZyNCQmxZlYZfAHeJXTkI2,0.676,0.774,6,-5.238,0.293,0.0589,0.0,0.0941,0.233,165.91,4
FUMETEO,0tSOh06ns9Wnfz4k4oIx2U,134.693,55,https://open.spotify.com/track/0tSOh06ns9Wnfz4k4oIx2U,spotify:track:0tSOh06ns9Wnfz4k4oIx2U,0.791,0.784,4,-4.433,0.0431,0.066,0.0,0.104,0.617,93.956,4
PURRITO APA,4s3clr8iaefWqqPxHGKZj1,151.4,61,https://open.spotify.com/track/4s3clr8iaefWqqPxHGKZj1,spotify:track:4s3clr8iaefWqqPxHGKZj1,0.658,0.626,1,-4.108,0.336,0.0462,0.0,0.0942,0.635,110.781,5
XXXX,3fW5GoO2tYjVGkr99FGzHg,117.906,53,https://open.spotify.com/track/3fW5GoO2tYjVGkr99FGzHg,spotify:track:3fW5GoO2tYjVGkr99FGzHg,0.735,0.727,10,-6.395,0.303,0.0321,0.0,0.108,0.148,81.973,4
FERXXO VI,0lejBHA2u20jkxs38F26Hd,102.4,55,https://open.spotify.com/track/0lejBHA2u20jkxs38F26Hd,spotify:track:0lejBHA2u20jkxs38F26Hd,0.281,0.369,2,-12.763,0.0652,0.899,0.00143,0.0779,0.0873,75.34,4
HULU,6GrGYZbYt9Yq8R5aiSWZ0j,121.44,51,https://open.spotify.com/track/6GrGYZbYt9Yq8R5aiSWZ0j,spotify:track:6GrGYZbYt9Yq8R5aiSWZ0j,0.755,0.81,7,-3.989,0.26,0.0326,1.94e-05,0.1,0.44,173.962,4
HECTOL,1ExmH7o7Kkj1HsnyStw7TM,160.04,53,https://open.spotify.com/track/1ExmH7o7Kkj1HsnyStw7TM,spotify:track:1ExmH7o7Kkj1HsnyStw7TM,0.531,0.791,6,-5.947,0.277,0.307,8.31e-06,0.0998,0.743,90.026,4
EL PADRINO,0zWkVCi9eFjcVAM839IkCZ,168.986,59,https://open.spotify.com/track/0zWkVCi9eFjcVAM839IkCZ,spotify:track:0zWkVCi9eFjcVAM839IkCZ,0.62,0.623,0,-6.981,0.037,0.166,3.6e-05,0.104,0.53,175.817,4
TE MATA,3eFL5cxO22TpyjK3wNb27q,113.12,65,https://open.spotify.com/track/3eFL5cxO22TpyjK3wNb27q,spotify:track:3eFL5cxO22TpyjK3wNb27q,0.531,0.582,9,-4.698,0.209,0.0209,0.000164,0.138,0.866,170.01,4
14 De Febrero,2GZmcIwvFeu3NgKu1HJL4u,158.413,58,https://open.spotify.com/track/2GZmcIwvFeu3NgKu1HJL4u,spotify:track:2GZmcIwvFeu3NgKu1HJL4u,0.569,0.564,9,-5.477,0.0481,0.805,0.0,0.0874,0.72,169.353,4
SI TÚ SUPIERAS - Bonus Track,1SCYfmGM5ueb6YiiQbLXVn,196.373,73,https://open.spotify.com/track/1SCYfmGM5ueb6YiiQbLXVn,spotify:track:1SCYfmGM5ueb6YiiQbLXVn,0.666,0.652,4,-5.383,0.171,0.379,0.0,0.11,0.554,174.732,4
enemigos,05BpaUYj7dL1vsE2oNsTzV,217.88,57,https://open.spotify.com/track/05BpaUYj7dL1vsE2oNsTzV,spotify:track:05BpaUYj7dL1vsE2oNsTzV,0.608,0.763,5,-5.828,0.0884,0.14,2.63e-06,0.0864,0.782,174.027,4
FOTOGRAFÍAS,1q8oUVzv2NPMpeQbSAiUvH,204.293,54,https://open.spotify.com/track/1q8oUVzv2NPMpeQbSAiUvH,spotify:track:1q8oUVzv2NPMpeQbSAiUvH,0.671,0.812,4,-4.858,0.148,0.0352,1.72e-06,0.102,0.697,173.952,4
JAMAICA,3mEuWQDngXevBTZLf48XDx,224.24,58,https://open.spotify.com/track/3mEuWQDngXevBTZLf48XDx,spotify:track:3mEuWQDngXevBTZLf48XDx,0.542,0.52,1,-7.404,0.155,0.0383,0.0,0.371,0.669,81.131,4
BREAK UP,4xpkpFN38ZUGTNH4majHuu,201.453,56,https://open.spotify.com/track/4xpkpFN38ZUGTNH4majHuu,spotify:track:4xpkpFN38ZUGTNH4majHuu,0.549,0.801,11,-6.485,0.132,0.0939,6.4e-05,0.0782,0.652,165.982,4
que putas,4fcC14xEEHEYS4SClHRzOr,153.746,67,https://open.spotify.com/track/4fcC14xEEHEYS4SClHRzOr,spotify:track:4fcC14xEEHEYS4SClHRzOr,0.263,0.466,5,-8.633,0.0783,0.404,0.0,0.115,0.306,78.234,1
FERXXO X ÑEJO,6qXKkWIJlEYgWOvvnaHVms,215.746,63,https://open.spotify.com/track/6qXKkWIJlEYgWOvvnaHVms,spotify:track:6qXKkWIJlEYgWOvvnaHVms,0.441,0.838,0,-6.583,0.296,0.177,0.000131,0.0832,0.645,176.005,4
XX - Remix,1E3M0dUlGW3gY9aylkFrpd,197.933,50,https://open.spotify.com/track/1E3M0dUlGW3gY9aylkFrpd,spotify:track:1E3M0dUlGW3gY9aylkFrpd,0.669,0.766,1,-5.352,0.0672,0.041,0.0,0.154,0.892,164.011,4
NEA,2S6z7NH6jUhPlq0pBQNLuV,110.933,66,https://open.spotify.com/track/2S6z7NH6jUhPlq0pBQNLuV,spotify:track:2S6z7NH6jUhPlq0pBQNLuV,0.539,0.868,5,-6.533,0.176,0.211,0.0,0.137,0.669,81.976,4
otra vez,6RmnotfWeDu72fXhpo26Bq,205.0,55,https://open.spotify.com/track/6RmnotfWeDu72fXhpo26Bq,spotify:track:6RmnotfWeDu72fXhpo26Bq,0.583,0.72,9,-7.439,0.0992,0.0199,0.0,0.124,0.216,145.903,4
PORFA - Remix,0O6y19p9Mj6hcwD5cOQaMI,333.293,48,https://open.spotify.com/track/0O6y19p9Mj6hcwD5cOQaMI,spotify:track:0O6y19p9Mj6hcwD5cOQaMI,0.746,0.79,6,-4.738,0.0811,0.0876,1.17e-06,0.0754,0.69,167.992,4
XX,7BgIcfAlmUNW6IABxVJcT2,113.72,60,https://open.spotify.com/track/7BgIcfAlmUNW6IABxVJcT2,spotify:track:7BgIcfAlmUNW6IABxVJcT2,0.654,0.76,1,-6.135,0.0627,0.0564,1.41e-06,0.118,0.806,163.939,4
ATEO,14M8dLdMYo5rTxDVvIp85o,138.68,63,https://open.spotify.com/track/14M8dLdMYo5rTxDVvIp85o,spotify:track:14M8dLdMYo5rTxDVvIp85o,0.42,0.457,4,-7.27,0.103,0.904,0.0,0.0988,0.261,87.035,4
XNTXS,24lBVR15wE6fcl7vN5pec1,147.92,55,https://open.spotify.com/track/24lBVR15wE6fcl7vN5pec1,spotify:track:24lBVR15wE6fcl7vN5pec1,0.543,0.765,7,-7.876,0.272,0.386,0.0,0.0824,0.426,100.197,4
FRESH KERIAS,6bfsLxdThst8i1LfkVmLZr,272.346,54,https://open.spotify.com/track/6bfsLxdThst8i1LfkVmLZr,spotify:track:6bfsLxdThst8i1LfkVmLZr,0.574,0.741,5,-4.446,0.296,0.278,0.000154,0.156,0.745,185.973,4
PORFA,4TOmcZvw0gHa7GiXRbcYAW,232.653,71,https://open.spotify.com/track/4TOmcZvw0gHa7GiXRbcYAW,spotify:track:4TOmcZvw0gHa7GiXRbcYAW,0.542,0.795,6,-8.106,0.193,0.0903,0.0,0.117,0.55,167.823,4
BORRAXXA,16uvds0iYqjEK8m5EGEdVd,223.48,63,https://open.spotify.com/track/16uvds0iYqjEK8m5EGEdVd,spotify:track:16uvds0iYqjEK8m5EGEdVd,0.617,0.852,8,-5.251,0.0834,0.104,0.00208,0.0862,0.793,91.005,4
CU U U U UX,3jO5IAvslWxaTxswokg66i,195.453,56,https://open.spotify.com/track/3jO5IAvslWxaTxswokg66i,spotify:track:3jO5IAvslWxaTxswokg66i,0.464,0.859,3,-7.328,0.289,0.208,0.0,0.114,0.37,134.966,4
X19X,51CGbL9BAw1896waeHoR9w,161.106,67,https://open.spotify.com/track/51CGbL9BAw1896waeHoR9w,spotify:track:51CGbL9BAw1896waeHoR9w,0.4,0.596,6,-9.072,0.112,0.71,0.0,0.103,0.083,171.515,5
RELXJXTE,0eI8yxgCGbguwbK26n22RQ,185.813,63,https://open.spotify.com/track/0eI8yxgCGbguwbK26n22RQ,spotify:track:0eI8yxgCGbguwbK26n22RQ,0.576,0.859,6,-6.845,0.0708,0.0941,0.000173,0.105,0.624,93.011,4
VIDEITOXX,2dxZ5DbZ4Iq6vMBYq4coqT,185.586,56,https://open.spotify.com/track/2dxZ5DbZ4Iq6vMBYq4coqT,spotify:track:2dxZ5DbZ4Iq6vMBYq4coqT,0.521,0.816,4,-7.245,0.0945,0.114,0.0,0.0882,0.752,82.0,4
EXCXSXS,0GbrwlmnRMJOQ5bRV9QcZa,142.613,68,https://open.spotify.com/track/0GbrwlmnRMJOQ5bRV9QcZa,spotify:track:0GbrwlmnRMJOQ5bRV9QcZa,0.544,0.768,5,-6.628,0.407,0.137,0.0,0.113,0.257,177.656,4
MORXX,1auURVigxSAG01o9iTCvaX,133.293,49,https://open.spotify.com/track/1auURVigxSAG01o9iTCvaX,spotify:track:1auURVigxSAG01o9iTCvaX,0.717,0.822,7,-8.1,0.299,0.467,4.83e-06,0.12,0.781,92.039,4
EL CUARTO DE FERXXO,1WBwck9KqWfe6mr2j06UEM,151.4,71,https://open.spotify.com/track/1WBwck9KqWfe6mr2j06UEM,spotify:track:1WBwck9KqWfe6mr2j06UEM,0.529,0.811,4,-6.827,0.178,0.0818,2e-05,0.0891,0.777,166.068,4
TX VXS,4IFxyuny9fDbTKDXjy6nAY,221.333,55,https://open.spotify.com/track/4IFxyuny9fDbTKDXjy6nAY,spotify:track:4IFxyuny9fDbTKDXjy6nAY,0.622,0.699,10,-5.207,0.248,0.0498,2.22e-06,0.307,0.362,176.012,4
PERREOXOXO,31bsf9JZWITAir5Uzjtsp5,91.653,53,https://open.spotify.com/track/31bsf9JZWITAir5Uzjtsp5,spotify:track:31bsf9JZWITAir5Uzjtsp5,0.799,0.838,2,-4.957,0.121,0.208,2.25e-05,0.0939,0.912,95.03,4
AVXNTADXR,2ZN0GHIwy1KLEJODW1uVkO,137.186,56,https://open.spotify.com/track/2ZN0GHIwy1KLEJODW1uVkO,spotify:track:2ZN0GHIwy1KLEJODW1uVkO,0.409,0.849,1,-9.178,0.422,0.252,0.0,0.101,0.407,88.979,4
dembowpopsexyTROPICAL,2KYQyxkmCoFKcQuv3fFTyr,68.693,56,https://open.spotify.com/track/2KYQyxkmCoFKcQuv3fFTyr,spotify:track:2KYQyxkmCoFKcQuv3fFTyr,0.506,0.633,5,-11.272,0.44,0.906,0.0,0.337,0.417,87.906,4
Buena Mala,58vh4wStJA86AvYzYoUI3d,151.826,42,https://open.spotify.com/track/58vh4wStJA86AvYzYoUI3d,spotify:track:58vh4wStJA86AvYzYoUI3d,0.689,0.84,4,-6.924,0.0316,0.274,0.0,0.107,0.918,120.039,4
badwine,3HNSJ9jfe42rn6OpjZNYv4,139.36,52,https://open.spotify.com/track/3HNSJ9jfe42rn6OpjZNYv4,spotify:track:3HNSJ9jfe42rn6OpjZNYv4,0.658,0.704,1,-6.915,0.18,0.45,0.0081,0.101,0.704,185.951,4
Quiero,4UMuSg23zW8fO6UfYRcqTn,171.213,56,https://open.spotify.com/track/4UMuSg23zW8fO6UfYRcqTn,spotify:track:4UMuSg23zW8fO6UfYRcqTn,0.62,0.485,5,-6.546,0.268,0.523,2.64e-06,0.0898,0.357,86.222,4
Sígueme - Remix,7IpRYJ71dk98P0SmgnNLYh,201.813,59,https://open.spotify.com/track/7IpRYJ71dk98P0SmgnNLYh,spotify:track:7IpRYJ71dk98P0SmgnNLYh,0.515,0.685,1,-5.662,0.241,0.62,6.44e-05,0.107,0.664,86.492,4
Subiendo,6b5vHrDqq2lsLLJXSUEaTJ,90.973,39,https://open.spotify.com/track/6b5vHrDqq2lsLLJXSUEaTJ,spotify:track:6b5vHrDqq2lsLLJXSUEaTJ,0.651,0.739,1,-4.784,0.118,0.21,1.87e-05,0.212,0.529,170.053,4
Ven Pa Casa,6arIFBQvpSscIQCaevwzie,157.586,44,https://open.spotify.com/track/6arIFBQvpSscIQCaevwzie,spotify:track:6arIFBQvpSscIQCaevwzie,0.275,0.542,7,-12.462,0.0565,0.861,0.0,0.107,0.501,142.139,4
FKU,5chLrW35iW4juKNXQ69XGl,136.586,48,https://open.spotify.com/track/5chLrW35iW4juKNXQ69XGl,spotify:track:5chLrW35iW4juKNXQ69XGl,0.526,0.755,8,-9.077,0.449,0.395,3.06e-06,0.331,0.556,174.017,4
Ron,2g2N9oM1YNakXbPEJKnzyO,155.866,44,https://open.spotify.com/track/2g2N9oM1YNakXbPEJKnzyO,spotify:track:2g2N9oM1YNakXbPEJKnzyO,0.625,0.782,8,-5.721,0.0632,0.155,0.0,0.349,0.955,159.937,4
Ven Pa Casa_RGT,35dra2TxXnhMdDQaAkXs6S,181.76,45,https://open.spotify.com/track/35dra2TxXnhMdDQaAkXs6S,spotify:track:35dra2TxXnhMdDQaAkXs6S,0.599,0.736,9,-5.863,0.125,0.154,6.22e-06,0.0884,0.736,179.948,4
Trampa,6k70HS1FuuanXf4Avoc5tE,88.0,42,https://open.spotify.com/track/6k70HS1FuuanXf4Avoc5tE,spotify:track:6k70HS1FuuanXf4Avoc5tE,0.492,0.68,4,-7.573,0.219,0.24,7.04e-06,0.123,0.266,179.758,4
Con Tu Body,5t0ZurzbBlqrXhzVhbjqmk,151.266,44,https://open.spotify.com/track/5t0ZurzbBlqrXhzVhbjqmk,spotify:track:5t0ZurzbBlqrXhzVhbjqmk,0.458,0.692,7,-8.852,0.407,0.522,0.0,0.125,0.372,194.182,4
Sorpresas,4ZzovLyhY6PTrQTRJMOed7,166.106,28,https://open.spotify.com/track/4ZzovLyhY6PTrQTRJMOed7,spotify:track:4ZzovLyhY6PTrQTRJMOed7,0.498,0.7,5,-11.619,0.269,0.48,0.000586,0.14,0.397,141.885,4
Matando,54TjLEn7MSZsMVXDoukakG,185.973,29,https://open.spotify.com/track/54TjLEn7MSZsMVXDoukakG,spotify:track:54TjLEn7MSZsMVXDoukakG,0.702,0.844,10,-5.756,0.0669,0.227,0.00395,0.296,0.75,92.013,4
Dime,5p7gfXtCpmWAjLAzrNoOOW,197.666,29,https://open.spotify.com/track/5p7gfXtCpmWAjLAzrNoOOW,spotify:track:5p7gfXtCpmWAjLAzrNoOOW,0.771,0.762,6,-6.221,0.107,0.187,0.000523,0.337,0.595,91.014,4
911,0f0EV02n2JdUFFoKU1jUPq,222.546,50,https://open.spotify.com/track/0f0EV02n2JdUFFoKU1jUPq,spotify:track:0f0EV02n2JdUFFoKU1jUPq,0.848,0.792,6,-4.28,0.0983,0.0495,0.000132,0.137,0.553,103.007,4
Completa,2Oxyf1WMl8j1QcyLWyHgN0,201.466,28,https://open.spotify.com/track/2Oxyf1WMl8j1QcyLWyHgN0,spotify:track:2Oxyf1WMl8j1QcyLWyHgN0,0.737,0.838,5,-6.49,0.0692,0.489,0.0,0.356,0.864,94.022,4
Lluvia,7kGHK6l1CKog8aJNodtKcc,177.72,28,https://open.spotify.com/track/7kGHK6l1CKog8aJNodtKcc,spotify:track:7kGHK6l1CKog8aJNodtKcc,0.54,0.819,5,-7.878,0.0987,0.266,1.71e-06,0.249,0.354,124.033,4
Mazucamba,636rSPiSzriPHFocJYpG5u,162.733,30,https://open.spotify.com/track/636rSPiSzriPHFocJYpG5u,spotify:track:636rSPiSzriPHFocJYpG5u,0.657,0.817,1,-6.97,0.189,0.0529,0.000846,0.258,0.706,97.99,4
Tácticas,4Tm0D4NB7n4cCS1jvfr6jK,193.96,29,https://open.spotify.com/track/4Tm0D4NB7n4cCS1jvfr6jK,spotify:track:4Tm0D4NB7n4cCS1jvfr6jK,0.666,0.862,0,-6.607,0.136,0.245,0.000484,0.143,0.824,94.024,4
Peculiar,1AdsdBAdHF96OL4roSDPAs,168.173,29,https://open.spotify.com/track/1AdsdBAdHF96OL4roSDPAs,spotify:track:1AdsdBAdHF96OL4roSDPAs,0.734,0.74,9,-5.557,0.341,0.353,4.78e-06,0.146,0.559,95.111,4
Ahora,4B593C2FGCs1bdyt8maIXJ,213.0,28,https://open.spotify.com/track/4B593C2FGCs1bdyt8maIXJ,spotify:track:4B593C2FGCs1bdyt8maIXJ,0.736,0.808,1,-7.252,0.139,0.122,7.34e-06,0.127,0.628,88.001,4
Si Fuera Fácil,03V9zmEEwEwNuWV3eUevlA,186.986,28,https://open.spotify.com/track/03V9zmEEwEwNuWV3eUevlA,spotify:track:03V9zmEEwEwNuWV3eUevlA,0.784,0.868,5,-6.098,0.0723,0.333,6.1e-06,0.0838,0.754,92.008,4
Si De Mí Te Enamoras,36XlmG4C2g6PZfWAZQ9JYA,179.453,29,https://open.spotify.com/track/36XlmG4C2g6PZfWAZQ9JYA,spotify:track:36XlmG4C2g6PZfWAZQ9JYA,0.637,0.803,6,-4.646,0.143,0.171,2.32e-06,0.175,0.529,88.975,4
S.O.S.,6m2dMU5Wv2n0qjXuZiwybC,225.186,29,https://open.spotify.com/track/6m2dMU5Wv2n0qjXuZiwybC,spotify:track:6m2dMU5Wv2n0qjXuZiwybC,0.668,0.732,0,-5.74,0.0796,0.172,1.49e-05,0.108,0.55,82.945,4
Como Tú,39atnEW8PncrZy9FN1WBxn,177.786,28,https://open.spotify.com/track/39atnEW8PncrZy9FN1WBxn,spotify:track:39atnEW8PncrZy9FN1WBxn,0.671,0.741,5,-6.8,0.386,0.378,0.0,0.0764,0.852,171.996,4
Morena,0BmrmBTd5NlVhVMLGW0PaG,200.466,41,https://open.spotify.com/track/0BmrmBTd5NlVhVMLGW0PaG,spotify:track:0BmrmBTd5NlVhVMLGW0PaG,0.656,0.847,4,-7.158,0.111,0.077,1.15e-06,0.104,0.795,88.013,4
Que Raro,2C99k3JjpT8eTzIAVZwOEa,230.826,43,https://open.spotify.com/track/2C99k3JjpT8eTzIAVZwOEa,spotify:track:2C99k3JjpT8eTzIAVZwOEa,0.844,0.755,5,-6.234,0.326,0.329,8.48e-06,0.555,0.745,171.867,4
La Respuesta,7nAfTHF1evZfybIlcRiYZn,171.733,26,https://open.spotify.com/track/7nAfTHF1evZfybIlcRiYZn,spotify:track:7nAfTHF1evZfybIlcRiYZn,0.799,0.827,7,-5.657,0.099,0.394,0.000556,0.0868,0.698,91.015,4
Morena,6l0Uj7W0mwwTd9HzNZDzOA,197.616,37,https://open.spotify.com/track/6l0Uj7W0mwwTd9HzNZDzOA,spotify:track:6l0Uj7W0mwwTd9HzNZDzOA,0.715,0.847,4,-6.097,0.11,0.147,0.0,0.0962,0.807,88.028,4
Otra Noche,3cStrCMFnU392Ucdsqp8H8,188.29,31,https://open.spotify.com/track/3cStrCMFnU392Ucdsqp8H8,spotify:track:3cStrCMFnU392Ucdsqp8H8,0.716,0.733,7,-5.236,0.0605,0.387,0.0,0.199,0.686,179.903,4
Si Tú Quieres,3UN9bTKEBQKaVODY77Ampy,182.935,30,https://open.spotify.com/track/3UN9bTKEBQKaVODY77Ampy,spotify:track:3UN9bTKEBQKaVODY77Ampy,0.609,0.659,0,-6.386,0.189,0.13,0.0,0.105,0.87,83.402,4
Siénteme,4NUOi1wgGyTFVNZYLuhuf6,230.243,30,https://open.spotify.com/track/4NUOi1wgGyTFVNZYLuhuf6,spotify:track:4NUOi1wgGyTFVNZYLuhuf6,0.729,0.783,2,-6.482,0.0499,0.257,0.000108,0.185,0.6,97.045,4
Luna Llena,1nNenY6d3wLt656dpgG4Xq,181.342,30,https://open.spotify.com/track/1nNenY6d3wLt656dpgG4Xq,spotify:track:1nNenY6d3wLt656dpgG4Xq,0.781,0.787,11,-5.176,0.0963,0.283,4.06e-05,0.084,0.767,94.021,4
Magnífica,4qrScEpkpnbUib5RKyZIZb,180.009,30,https://open.spotify.com/track/4qrScEpkpnbUib5RKyZIZb,spotify:track:4qrScEpkpnbUib5RKyZIZb,0.829,0.75,5,-5.156,0.203,0.492,0.0,0.133,0.863,180.003,4
Si Ella Supiera,6PEqi7ymagBIJIEniT6jdN,194.899,28,https://open.spotify.com/track/6PEqi7ymagBIJIEniT6jdN,spotify:track:6PEqi7ymagBIJIEniT6jdN,0.797,0.827,8,-4.892,0.118,0.213,0.0,0.0965,0.869,169.942,4
Ayer,2Xalun25oZG4hG93wD3STG,189.805,30,https://open.spotify.com/track/2Xalun25oZG4hG93wD3STG,spotify:track:2Xalun25oZG4hG93wD3STG,0.686,0.79,6,-4.843,0.0612,0.621,1.5e-06,0.125,0.916,92.039,4
Si Te Vas,6AepbR8ZVBbCAIPu2vP5dH,162.272,31,https://open.spotify.com/track/6AepbR8ZVBbCAIPu2vP5dH,spotify:track:6AepbR8ZVBbCAIPu2vP5dH,0.884,0.787,1,-5.18,0.179,0.0862,0.0,0.0625,0.754,182.072,4
el único tema del ferxxo,4TV3DqlWiwOaqYzKQaoo3C,183.373,58,https://open.spotify.com/track/4TV3DqlWiwOaqYzKQaoo3C,spotify:track:4TV3DqlWiwOaqYzKQaoo3C,0.769,0.802,0,-2.485,0.0892,0.0224,0.0,0.0837,0.721,102.965,4
RITMO DE MEDALLO,4N7upGXy0E8jEs5uF88Gp2,118.693,54,https://open.spotify.com/track/4N7upGXy0E8jEs5uF88Gp2,spotify:track:4N7upGXy0E8jEs5uF88Gp2,0.889,0.556,2,-3.86,0.314,0.037,0.0,0.08,0.649,90.053,4
PRIVILEGIOS,69jZvoJLJMii9EUhNCUsQP,185.84,47,https://open.spotify.com/track/69jZvoJLJMii9EUhNCUsQP,spotify:track:69jZvoJLJMii9EUhNCUsQP,0.743,0.522,4,-5.475,0.0571,0.164,0.0,0.0833,0.518,77.915,4
GANGSTERS Y PISTOLAS,7DMHFEUI4biOleAIV1qlYu,170.693,49,https://open.spotify.com/track/7DMHFEUI4biOleAIV1qlYu,spotify:track:7DMHFEUI4biOleAIV1qlYu,0.55,0.851,2,-6.489,0.11,0.0288,0.0,0.441,0.518,90.039,4
BUBALU,36FTXlmbiV2diZdZukzLDm,228.253,81,https://open.spotify.com/track/36FTXlmbiV2diZdZukzLDm,spotify:track:36FTXlmbiV2diZdZukzLDm,0.786,0.781,6,-5.211,0.0885,0.115,5.88e-06,0.107,0.759,111.989,4
FERXXO 151,1LFXWfARjkBkc9Abofmgp8,195.653,78,https://open.spotify.com/track/1LFXWfARjkBkc9Abofmgp8,spotify:track:1LFXWfARjkBkc9Abofmgp8,0.931,0.76,0,-4.557,0.138,0.158,1.71e-06,0.373,0.545,113.047,4
VENTE CONMIGO,4zzyCocu8LZVqctOGSfVKz,186.0,71,https://open.spotify.com/track/4zzyCocu8LZVqctOGSfVKz,spotify:track:4zzyCocu8LZVqctOGSfVKz,0.788,0.868,4,-3.424,0.121,0.00503,6.88e-05,0.0609,0.711,116.034,4
LA BABY,1PyEIqKSHiGNK9KjxosuHi,182.857,67,https://open.spotify.com/track/1PyEIqKSHiGNK9KjxosuHi,spotify:track:1PyEIqKSHiGNK9KjxosuHi,0.83,0.75,0,-3.544,0.0683,0.115,0.0,0.765,0.688,104.937,4
Yankee 150,28BSTgZH1ckI8Xfy8LXaRz,242.667,78,https://open.spotify.com/track/28BSTgZH1ckI8Xfy8LXaRz,spotify:track:28BSTgZH1ckI8Xfy8LXaRz,0.821,0.72,6,-2.488,0.0681,0.0953,0.000167,0.0929,0.628,167.998,4
POLARIS - Remix,0EhuGnOS6fTc5l5UNtDEH2,288.0,84,https://open.spotify.com/track/0EhuGnOS6fTc5l5UNtDEH2,spotify:track:0EhuGnOS6fTc5l5UNtDEH2,0.799,0.623,8,-4.152,0.0713,0.153,0.0,0.365,0.552,169.901,4
